Job ID,Job Title,Department,Location,Open Date,Close Date,Applications Received,Interviews Conducted,Offers Extended,Offers Accepted,Cost-per-Hire,Source,Status,Candidate Name,Hiring Manager
JOB-18993,Sales Executive,Data,Sydney,2024-04-24,2024-06-27,178,26,15,1,7276.87,Company Website,Filled,Candidate-18993,Taylor Davis
JOB-18994,Sales Executive,Engineering,Sydney,2023-11-10,2023-11-19,47,9,8,4,1482.1,LinkedIn,Filled,Candidate-18994,Taylor Davis
JOB-18995,Sales Executive,Engineering,London,2023-10-29,2024-01-14,116,22,7,6,13344.35,Job Board,Filled,Candidate-18995,Jane Doe
JOB-18996,Product Manager,Data,London,2023-06-22,2023-09-02,192,20,19,8,9052.03,Company Website,Filled,Candidate-18996,John Smith
JOB-18997,Sales Executive,Data,Berlin,2023-10-29,2023-12-14,176,26,13,11,14291.85,Company Website,Filled,Candidate-18997,Chris Lee
JOB-18998,Marketing Manager,HR,Berlin,2023-05-10,2023-06-28,167,3,1,0,0.0,Recruiter,Filled,,Alex Johnson
JOB-18999,Product Manager,Sales,London,2023-12-31,2024-02-06,31,2,2,2,2021.16,Company Website,Filled,Candidate-18999,Alex Johnson
JOB-19000,Sales Executive,Engineering,Sydney,2023-02-21,2023-05-17,60,12,10,9,12383.84,Job Board,Filled,Candidate-19000,John Smith
JOB-19001,Product Manager,Marketing,New York,2024-03-06,2024-06-04,74,3,0,0,0.0,Recruiter,Closed,,Chris Lee
JOB-19002,Product Manager,Data,London,2023-02-15,2023-04-29,115,8,0,0,0.0,Recruiter,Closed,,Morgan Brown
JOB-19003,Data Scientist,Product,Tokyo,2023-02-24,2023-03-14,74,9,4,1,8291.96,Recruiter,Filled,Candidate-19003,Alex Johnson
JOB-19004,Product Manager,Data,London,2023-08-13,,107,18,4,4,3406.36,Company Website,Filled,Candidate-19004,John Smith
JOB-19005,HR Manager,Marketing,New York,2024-11-02,,199,35,17,12,2547.92,Job Board,Filled,Candidate-19005,Jane Doe
JOB-19006,Marketing Manager,Engineering,San Francisco,2023-06-06,,106,1,0,0,0.0,Referral,Open,,Morgan Brown
JOB-19007,Software Engineer,Engineering,Sydney,2023-11-24,2023-12-14,40,1,0,0,0.0,Company Website,Closed,,Jane Doe
JOB-19008,Sales Executive,Product,Tokyo,2024-04-15,2024-06-29,51,1,0,0,0.0,Company Website,Filled,,Jane Doe
JOB-19009,Product Manager,Marketing,Berlin,2023-03-18,2023-04-03,24,2,1,1,12010.95,LinkedIn,Filled,Candidate-19009,Jane Doe
JOB-19010,Sales Executive,Data,Tokyo,2023-04-13,,20,2,0,0,0.0,Company Website,Open,,Jane Doe
JOB-19011,Data Scientist,Marketing,Tokyo,2023-05-05,2023-07-29,135,20,7,2,2767.24,Job Board,Filled,Candidate-19011,Morgan Brown
JOB-19012,Data Scientist,Sales,New York,2024-02-13,2024-04-23,105,20,11,4,4175.23,Referral,Filled,Candidate-19012,Jane Doe
JOB-19013,Product Manager,Sales,San Francisco,2024-07-08,2024-08-10,10,2,2,0,0.0,LinkedIn,Filled,,John Smith
JOB-19014,Product Manager,Marketing,New York,2023-08-04,2023-10-07,186,27,20,13,5814.22,Job Board,Filled,Candidate-19014,Morgan Brown
JOB-19015,Software Engineer,Marketing,London,2023-07-30,2023-08-21,157,15,13,9,12866.64,Referral,Filled,Candidate-19015,Taylor Davis
JOB-19016,Sales Executive,HR,San Francisco,2023-05-18,2023-07-30,43,6,4,3,8914.37,Job Board,Filled,Candidate-19016,Morgan Brown
JOB-19017,HR Manager,Engineering,San Francisco,2024-01-08,,11,2,0,0,0.0,Job Board,Filled,,Jane Doe
JOB-19018,Product Manager,HR,Sydney,2023-01-16,2023-01-26,75,9,5,2,11091.42,Job Board,Filled,Candidate-19018,Alex Johnson
JOB-19019,HR Manager,Data,San Francisco,2024-03-22,2024-03-27,187,22,18,7,13941.57,Job Board,Filled,Candidate-19019,Jane Doe
JOB-19020,Data Scientist,Product,San Francisco,2024-07-31,2024-10-13,150,13,5,1,14918.31,Company Website,Filled,Candidate-19020,Taylor Davis
JOB-19021,Software Engineer,Data,Berlin,2024-06-25,2024-07-31,34,1,0,0,0.0,Job Board,Open,,Alex Johnson
JOB-19022,Data Scientist,Engineering,Sydney,2024-11-04,2024-11-09,89,3,0,0,0.0,Job Board,Closed,,Chris Lee
JOB-19023,Product Manager,Product,Tokyo,2024-01-18,2024-02-13,121,10,1,0,0.0,LinkedIn,Filled,,Chris Lee
JOB-19024,HR Manager,Sales,New York,2024-12-10,2025-01-21,67,13,7,6,14274.29,LinkedIn,Filled,Candidate-19024,Taylor Davis
JOB-19025,Sales Executive,Sales,Tokyo,2024-05-03,2024-07-26,169,3,2,2,5398.93,Job Board,Filled,Candidate-19025,Chris Lee
JOB-19026,HR Manager,Engineering,Berlin,2024-02-04,,187,17,1,1,12851.01,Referral,Filled,Candidate-19026,Alex Johnson
JOB-19027,Marketing Manager,Sales,Tokyo,2023-03-10,,158,21,13,8,7628.53,Recruiter,Filled,Candidate-19027,Jane Doe
JOB-19028,Marketing Manager,Engineering,Tokyo,2024-04-20,2024-07-10,30,4,0,0,0.0,Company Website,Closed,,Taylor Davis
JOB-19029,Sales Executive,HR,London,2024-06-22,2024-09-07,175,27,15,10,11438.12,LinkedIn,Filled,Candidate-19029,Morgan Brown
JOB-19030,HR Manager,Engineering,San Francisco,2023-08-10,2023-10-05,197,1,1,0,0.0,LinkedIn,Open,,Alex Johnson
JOB-19031,Data Scientist,Product,London,2024-06-06,2024-07-25,177,9,7,0,0.0,Referral,Closed,,Morgan Brown
JOB-19032,Marketing Manager,Product,Tokyo,2023-12-11,2024-02-22,84,4,2,0,0.0,Job Board,Open,,Morgan Brown
JOB-19033,Sales Executive,HR,Tokyo,2024-07-16,2024-08-24,60,8,1,1,7756.41,Referral,Filled,Candidate-19033,Morgan Brown
JOB-19034,Software Engineer,Marketing,Tokyo,2023-05-25,,40,5,4,1,10665.28,Company Website,Filled,Candidate-19034,John Smith
JOB-19035,Product Manager,Data,San Francisco,2023-07-11,2023-08-25,16,2,2,2,12823.39,Recruiter,Filled,Candidate-19035,Jane Doe
JOB-19036,HR Manager,Data,Sydney,2024-08-11,2024-09-23,12,1,1,1,7439.52,Company Website,Filled,Candidate-19036,Chris Lee
JOB-19037,Product Manager,Marketing,Tokyo,2023-11-29,2024-02-26,98,8,0,0,0.0,Referral,Closed,,Taylor Davis
JOB-19038,Marketing Manager,Marketing,London,2024-02-04,2024-04-10,167,16,5,0,0.0,LinkedIn,Filled,,Taylor Davis
JOB-19039,Marketing Manager,Product,New York,2023-08-13,2023-10-25,163,1,0,0,0.0,Recruiter,Open,,Morgan Brown
JOB-19040,HR Manager,Product,Sydney,2023-11-29,2023-12-25,27,3,2,1,6794.82,LinkedIn,Filled,Candidate-19040,Taylor Davis
JOB-19041,Data Scientist,Engineering,Sydney,2024-05-22,2024-06-03,48,9,5,3,5659.85,Referral,Filled,Candidate-19041,Alex Johnson
JOB-19042,HR Manager,Data,London,2024-11-25,2024-12-13,71,8,2,1,14188.13,Job Board,Filled,Candidate-19042,Morgan Brown
JOB-19043,Data Scientist,Engineering,London,2023-03-02,2023-03-13,182,22,7,4,6080.69,Company Website,Filled,Candidate-19043,Jane Doe
JOB-19044,Marketing Manager,Product,Sydney,2023-04-22,2023-06-22,18,2,1,0,0.0,Job Board,Open,,Jane Doe
JOB-19045,Data Scientist,Product,San Francisco,2024-11-21,2025-01-09,71,2,1,0,0.0,LinkedIn,Closed,,Alex Johnson
JOB-19046,Marketing Manager,Sales,San Francisco,2023-03-15,2023-04-03,124,3,2,1,4506.42,Recruiter,Filled,Candidate-19046,Alex Johnson
JOB-19047,Marketing Manager,Data,San Francisco,2023-12-17,2024-03-08,25,1,0,0,0.0,Company Website,Filled,,Jane Doe
JOB-19048,Marketing Manager,Sales,San Francisco,2024-04-10,2024-05-30,98,10,5,3,1456.91,Referral,Filled,Candidate-19048,Alex Johnson
JOB-19049,Software Engineer,Product,Sydney,2024-07-16,2024-10-13,24,1,1,0,0.0,Company Website,Open,,Jane Doe
JOB-19050,Product Manager,Product,London,2023-02-16,,192,28,1,0,0.0,Job Board,Open,,Chris Lee
JOB-19051,Product Manager,Marketing,Berlin,2023-10-05,,85,17,2,1,8848.25,Company Website,Filled,Candidate-19051,Chris Lee
JOB-19052,Sales Executive,Product,Tokyo,2024-06-17,2024-07-31,157,28,28,3,10757.34,Job Board,Filled,Candidate-19052,Morgan Brown
JOB-19053,Product Manager,Product,New York,2024-11-16,,183,28,20,2,10088.47,Company Website,Filled,Candidate-19053,Chris Lee
JOB-19054,Software Engineer,Sales,Sydney,2024-07-28,2024-08-31,21,2,0,0,0.0,LinkedIn,Closed,,Alex Johnson
JOB-19055,Sales Executive,Engineering,London,2023-07-11,2023-09-03,108,18,11,7,2142.77,Company Website,Filled,Candidate-19055,Alex Johnson
JOB-19056,Software Engineer,HR,London,2024-08-16,2024-08-21,162,20,7,5,4138.91,LinkedIn,Filled,Candidate-19056,Jane Doe
JOB-19057,Marketing Manager,Engineering,Sydney,2024-02-27,2024-03-08,150,7,2,1,14552.13,Recruiter,Filled,Candidate-19057,Alex Johnson
JOB-19058,Sales Executive,HR,Tokyo,2023-10-03,2024-01-01,33,4,3,1,12298.66,Referral,Filled,Candidate-19058,Taylor Davis
JOB-19059,Product Manager,HR,Berlin,2024-06-18,2024-08-06,29,3,2,0,0.0,Recruiter,Filled,,John Smith
JOB-19060,Product Manager,Engineering,New York,2023-01-23,2023-03-08,170,3,3,1,14379.38,Company Website,Filled,Candidate-19060,Taylor Davis
JOB-19061,Product Manager,Product,New York,2024-06-14,,136,13,1,0,0.0,Referral,Filled,,John Smith
JOB-19062,Data Scientist,Engineering,Sydney,2023-04-29,2023-05-16,184,3,2,0,0.0,LinkedIn,Filled,,John Smith
JOB-19063,Data Scientist,Marketing,Sydney,2023-02-07,2023-04-26,48,3,0,0,0.0,Company Website,Open,,Chris Lee
JOB-19064,Product Manager,Marketing,London,2024-08-16,2024-09-18,35,6,4,3,13082.77,Recruiter,Filled,Candidate-19064,John Smith
JOB-19065,Data Scientist,Marketing,San Francisco,2023-11-14,,117,23,11,8,10991.33,Company Website,Filled,Candidate-19065,Taylor Davis
JOB-19066,Sales Executive,Data,Tokyo,2023-04-19,,72,3,1,1,8378.21,Recruiter,Filled,Candidate-19066,John Smith
JOB-19067,HR Manager,Data,Berlin,2024-09-01,2024-09-10,144,23,21,1,10578.29,LinkedIn,Filled,Candidate-19067,Morgan Brown
JOB-19068,Product Manager,Product,Sydney,2024-01-29,,185,32,16,5,2301.35,LinkedIn,Filled,Candidate-19068,Chris Lee
JOB-19069,HR Manager,Product,New York,2023-10-27,2023-11-19,28,5,4,3,4135.34,Referral,Filled,Candidate-19069,John Smith
JOB-19070,Software Engineer,Sales,San Francisco,2023-05-13,,132,21,10,10,11407.71,LinkedIn,Filled,Candidate-19070,Jane Doe
JOB-19071,Software Engineer,Product,San Francisco,2023-04-03,2023-05-31,106,14,7,2,12326.47,Referral,Filled,Candidate-19071,Chris Lee
JOB-19072,Marketing Manager,Marketing,London,2024-09-16,2024-11-21,115,9,4,3,3953.17,LinkedIn,Filled,Candidate-19072,Morgan Brown
JOB-19073,Software Engineer,Data,San Francisco,2024-02-13,2024-02-29,32,4,0,0,0.0,LinkedIn,Open,,Chris Lee
JOB-19074,Data Scientist,Data,Tokyo,2023-12-18,2024-01-06,147,7,4,2,11210.04,Job Board,Filled,Candidate-19074,Alex Johnson
JOB-19075,Software Engineer,Product,San Francisco,2024-05-08,2024-07-11,103,12,7,2,14302.65,Job Board,Filled,Candidate-19075,John Smith
JOB-19076,Data Scientist,Product,Tokyo,2023-11-06,2024-01-29,169,22,4,2,13586.42,Job Board,Filled,Candidate-19076,Jane Doe
JOB-19077,Data Scientist,HR,Berlin,2023-12-09,2023-12-19,60,5,5,0,0.0,Recruiter,Closed,,John Smith
JOB-19078,HR Manager,Engineering,Berlin,2023-06-06,2023-07-25,23,2,1,1,14785.23,Recruiter,Filled,Candidate-19078,Taylor Davis
JOB-19079,HR Manager,HR,Sydney,2024-08-30,2024-11-16,52,5,0,0,0.0,Company Website,Closed,,Taylor Davis
JOB-19080,HR Manager,Marketing,San Francisco,2024-07-20,2024-08-08,193,36,0,0,0.0,LinkedIn,Filled,,John Smith
JOB-19081,Sales Executive,Engineering,Tokyo,2024-03-24,2024-05-29,12,2,1,1,7496.45,LinkedIn,Filled,Candidate-19081,Jane Doe
JOB-19082,Data Scientist,Engineering,Sydney,2023-06-02,2023-07-02,102,1,1,1,8944.42,Recruiter,Filled,Candidate-19082,John Smith
JOB-19083,Marketing Manager,Marketing,Sydney,2024-12-16,2025-01-13,182,35,21,17,1584.39,LinkedIn,Filled,Candidate-19083,Taylor Davis
JOB-19084,Product Manager,Product,Tokyo,2024-04-11,,60,9,3,3,13961.33,LinkedIn,Filled,Candidate-19084,Taylor Davis
JOB-19085,Marketing Manager,Sales,London,2023-10-31,,57,10,7,1,4772.42,Company Website,Filled,Candidate-19085,Morgan Brown
JOB-19086,HR Manager,Marketing,Sydney,2024-07-08,2024-08-06,61,8,8,6,5017.89,Referral,Filled,Candidate-19086,Jane Doe
JOB-19087,HR Manager,Marketing,Berlin,2023-09-19,2023-10-27,104,18,5,0,0.0,Referral,Open,,Taylor Davis
JOB-19088,Software Engineer,Engineering,London,2023-09-14,2023-09-26,96,14,9,9,1479.63,Referral,Filled,Candidate-19088,Alex Johnson
JOB-19089,HR Manager,Marketing,San Francisco,2024-02-07,2024-03-07,49,4,1,1,4230.13,Referral,Filled,Candidate-19089,Jane Doe
JOB-19090,Sales Executive,Marketing,San Francisco,2024-11-20,,115,17,10,5,6856.01,Job Board,Filled,Candidate-19090,Chris Lee
JOB-19091,Sales Executive,Marketing,Tokyo,2023-06-09,2023-09-07,62,6,4,4,2210.74,Job Board,Filled,Candidate-19091,Morgan Brown
JOB-19092,Software Engineer,Sales,London,2024-07-12,2024-08-07,91,12,5,1,1718.73,Referral,Filled,Candidate-19092,John Smith
JOB-19093,Product Manager,Product,Tokyo,2023-09-12,2023-11-22,44,6,3,2,6731.97,Job Board,Filled,Candidate-19093,Chris Lee
JOB-19094,Software Engineer,Engineering,London,2023-12-05,2024-03-04,147,16,5,0,0.0,LinkedIn,Closed,,Taylor Davis
JOB-19095,Software Engineer,Product,Sydney,2023-06-03,2023-07-15,121,10,7,5,10341.08,Recruiter,Filled,Candidate-19095,John Smith
JOB-19096,Marketing Manager,Data,Tokyo,2024-03-30,2024-04-20,60,7,3,1,10874.44,Recruiter,Filled,Candidate-19096,Morgan Brown
JOB-19097,Marketing Manager,HR,Berlin,2024-05-21,2024-06-29,84,9,7,4,8674.55,LinkedIn,Filled,Candidate-19097,Chris Lee
JOB-19098,Software Engineer,Marketing,New York,2024-02-04,,46,1,0,0,0.0,Job Board,Open,,Chris Lee
JOB-19099,Marketing Manager,Product,New York,2023-04-05,2023-06-06,159,18,3,1,10255.68,LinkedIn,Filled,Candidate-19099,Alex Johnson
JOB-19100,Marketing Manager,Sales,Tokyo,2024-01-14,2024-02-20,154,23,22,0,0.0,Job Board,Filled,,Chris Lee
JOB-19101,Data Scientist,Data,Sydney,2023-01-19,2023-02-17,66,11,4,0,0.0,Recruiter,Closed,,John Smith
JOB-19102,Sales Executive,Product,New York,2023-07-31,2023-10-05,48,6,0,0,0.0,LinkedIn,Closed,,Taylor Davis
JOB-19103,Sales Executive,Sales,London,2024-06-09,2024-08-24,113,7,5,2,12491.16,Referral,Filled,Candidate-19103,John Smith
JOB-19104,Product Manager,Engineering,Berlin,2024-10-17,2024-11-10,75,10,2,1,12159.09,Job Board,Filled,Candidate-19104,Jane Doe
JOB-19105,Software Engineer,Data,San Francisco,2024-05-14,,108,12,11,2,9860.19,Referral,Filled,Candidate-19105,Morgan Brown
JOB-19106,Product Manager,Marketing,Sydney,2024-05-14,2024-05-26,135,27,18,16,9550.45,Company Website,Filled,Candidate-19106,John Smith
JOB-19107,Marketing Manager,HR,Tokyo,2024-11-14,2025-02-11,55,11,10,1,12629.16,LinkedIn,Filled,Candidate-19107,Chris Lee
JOB-19108,HR Manager,Product,Sydney,2023-04-20,,26,2,2,2,3790.98,Referral,Filled,Candidate-19108,John Smith
JOB-19109,Product Manager,Marketing,New York,2024-02-27,2024-03-09,151,1,1,0,0.0,Recruiter,Open,,Jane Doe
JOB-19110,Software Engineer,HR,San Francisco,2023-05-01,2023-07-02,35,1,1,0,0.0,Recruiter,Filled,,Taylor Davis
JOB-19111,Sales Executive,Engineering,Tokyo,2023-07-26,2023-08-16,134,16,2,2,2912.75,Job Board,Filled,Candidate-19111,Alex Johnson
JOB-19112,Sales Executive,Engineering,London,2023-02-06,2023-04-12,111,5,3,0,0.0,LinkedIn,Open,,John Smith
JOB-19113,Sales Executive,HR,Berlin,2023-04-02,2023-04-28,165,11,0,0,0.0,Job Board,Open,,Chris Lee
JOB-19114,Data Scientist,Engineering,San Francisco,2024-06-22,2024-08-22,141,4,3,0,0.0,LinkedIn,Open,,John Smith
JOB-19115,Product Manager,Marketing,Berlin,2023-10-06,2023-11-06,28,2,0,0,0.0,Job Board,Open,,Chris Lee
JOB-19116,Marketing Manager,Engineering,Sydney,2024-02-11,,83,13,5,1,3105.35,Referral,Filled,Candidate-19116,Morgan Brown
JOB-19117,Software Engineer,HR,Tokyo,2024-07-09,2024-08-30,195,14,8,2,7692.74,Recruiter,Filled,Candidate-19117,Jane Doe
JOB-19118,Product Manager,Engineering,Sydney,2024-10-17,2024-10-24,54,8,2,1,7003.81,LinkedIn,Filled,Candidate-19118,Alex Johnson
JOB-19119,Sales Executive,Sales,Tokyo,2023-12-24,2024-02-21,120,17,2,1,2164.8,LinkedIn,Filled,Candidate-19119,Alex Johnson
JOB-19120,Sales Executive,Marketing,London,2024-01-18,2024-04-14,64,2,1,0,0.0,LinkedIn,Filled,,Jane Doe
JOB-19121,Product Manager,Product,New York,2024-10-22,2024-11-09,165,17,10,4,1293.41,Job Board,Filled,Candidate-19121,John Smith
JOB-19122,Sales Executive,HR,London,2024-09-17,2024-11-05,35,3,3,0,0.0,Recruiter,Open,,Morgan Brown
JOB-19123,Software Engineer,Product,New York,2023-10-28,2024-01-01,74,9,9,7,7199.21,Company Website,Filled,Candidate-19123,Morgan Brown
JOB-19124,Product Manager,Marketing,New York,2024-12-07,2025-03-04,59,5,0,0,0.0,LinkedIn,Filled,,Jane Doe
JOB-19125,Product Manager,HR,New York,2023-07-28,,40,6,5,5,4043.13,Company Website,Filled,Candidate-19125,John Smith
JOB-19126,Sales Executive,Marketing,Berlin,2023-04-26,2023-06-17,39,3,2,1,6397.52,Job Board,Filled,Candidate-19126,Chris Lee
JOB-19127,Data Scientist,HR,New York,2023-10-28,2023-11-10,155,13,9,9,4104.68,LinkedIn,Filled,Candidate-19127,Alex Johnson
JOB-19128,Data Scientist,HR,London,2024-03-23,,47,8,8,5,7099.95,Company Website,Filled,Candidate-19128,Jane Doe
JOB-19129,Product Manager,Engineering,Berlin,2023-05-02,,20,3,3,1,3741.46,LinkedIn,Filled,Candidate-19129,Alex Johnson
JOB-19130,Sales Executive,Marketing,Sydney,2023-07-13,2023-08-31,108,19,16,2,9835.76,Job Board,Filled,Candidate-19130,John Smith
JOB-19131,Product Manager,HR,New York,2023-08-06,2023-10-15,139,27,23,20,12419.08,Company Website,Filled,Candidate-19131,Chris Lee
JOB-19132,Data Scientist,Engineering,London,2023-11-22,2023-12-21,168,33,3,0,0.0,Recruiter,Open,,Chris Lee
JOB-19133,Product Manager,Sales,Berlin,2024-10-08,2024-11-03,197,9,6,3,14786.5,Company Website,Filled,Candidate-19133,Morgan Brown
JOB-19134,Data Scientist,HR,London,2024-05-19,2024-07-30,104,19,3,1,10920.65,Company Website,Filled,Candidate-19134,Jane Doe
JOB-19135,Sales Executive,Engineering,Berlin,2023-08-25,2023-10-30,74,8,0,0,0.0,Company Website,Open,,Jane Doe
JOB-19136,Software Engineer,Product,London,2023-05-20,2023-06-06,67,11,11,0,0.0,Referral,Closed,,Taylor Davis
JOB-19137,Product Manager,Engineering,London,2023-08-02,2023-09-10,61,6,6,3,6871.35,LinkedIn,Filled,Candidate-19137,Alex Johnson
JOB-19138,Software Engineer,Marketing,London,2023-03-21,2023-06-19,21,2,0,0,0.0,Recruiter,Closed,,Taylor Davis
JOB-19139,Sales Executive,Data,Sydney,2023-06-27,2023-07-23,126,12,10,10,14071.6,Referral,Filled,Candidate-19139,Alex Johnson
JOB-19140,HR Manager,Engineering,Tokyo,2023-10-21,2024-01-01,188,25,21,11,7082.01,Referral,Filled,Candidate-19140,Morgan Brown
JOB-19141,HR Manager,Product,Sydney,2023-10-01,2023-10-16,86,9,3,1,1961.95,Referral,Filled,Candidate-19141,Jane Doe
JOB-19142,Data Scientist,Marketing,Sydney,2024-03-08,2024-05-28,29,3,2,1,10713.67,Recruiter,Filled,Candidate-19142,Alex Johnson
JOB-19143,Data Scientist,Sales,San Francisco,2024-05-23,,36,5,1,0,0.0,Job Board,Closed,,Morgan Brown
JOB-19144,Sales Executive,Data,Berlin,2024-11-05,2024-11-13,168,30,3,3,13068.76,Recruiter,Filled,Candidate-19144,Alex Johnson
JOB-19145,Data Scientist,Engineering,Tokyo,2024-01-14,2024-01-28,73,14,7,2,8289.89,Referral,Filled,Candidate-19145,Taylor Davis
JOB-19146,Sales Executive,Product,Berlin,2023-10-23,2024-01-18,66,2,2,0,0.0,LinkedIn,Open,,Morgan Brown
JOB-19147,Data Scientist,Product,New York,2023-06-02,2023-07-05,101,1,1,0,0.0,Job Board,Open,,Chris Lee
JOB-19148,HR Manager,Sales,Tokyo,2023-08-25,2023-10-07,126,20,8,7,12146.28,Company Website,Filled,Candidate-19148,Alex Johnson
JOB-19149,Data Scientist,Marketing,Berlin,2024-05-07,2024-07-12,29,2,2,1,7804.31,Referral,Filled,Candidate-19149,Jane Doe
JOB-19150,HR Manager,Sales,Berlin,2024-06-20,2024-09-02,30,1,1,0,0.0,Job Board,Open,,Morgan Brown
JOB-19151,Sales Executive,Engineering,Sydney,2024-04-11,2024-05-08,48,1,1,0,0.0,Recruiter,Closed,,Chris Lee
JOB-19152,Marketing Manager,Sales,Sydney,2024-01-31,2024-03-11,42,7,4,0,0.0,LinkedIn,Filled,,Alex Johnson
JOB-19153,Product Manager,HR,Tokyo,2024-08-20,,149,2,2,2,4283.48,Company Website,Filled,Candidate-19153,Chris Lee
JOB-19154,Software Engineer,HR,Tokyo,2024-12-13,,157,18,13,11,4271.56,Referral,Filled,Candidate-19154,Alex Johnson
JOB-19155,Data Scientist,HR,London,2023-09-14,2023-09-24,58,1,0,0,0.0,LinkedIn,Closed,,Chris Lee
JOB-19156,Software Engineer,Sales,Tokyo,2024-04-07,2024-05-22,78,12,10,10,9780.61,Recruiter,Filled,Candidate-19156,Chris Lee
JOB-19157,HR Manager,Product,San Francisco,2023-03-05,2023-05-14,138,19,17,4,1846.65,LinkedIn,Filled,Candidate-19157,Morgan Brown
JOB-19158,Product Manager,Sales,Berlin,2024-07-25,2024-09-12,56,7,3,1,6078.94,Referral,Filled,Candidate-19158,Morgan Brown
JOB-19159,Software Engineer,HR,San Francisco,2023-05-14,2023-07-03,19,1,1,1,13298.65,Recruiter,Filled,Candidate-19159,John Smith
JOB-19160,HR Manager,Data,Berlin,2024-04-09,2024-05-21,60,7,5,1,8408.64,LinkedIn,Filled,Candidate-19160,Alex Johnson
JOB-19161,Product Manager,HR,New York,2023-11-08,2023-11-15,61,7,3,0,0.0,Job Board,Filled,,Taylor Davis
JOB-19162,Software Engineer,Marketing,New York,2024-02-15,2024-03-27,24,3,3,1,10422.7,LinkedIn,Filled,Candidate-19162,Taylor Davis
JOB-19163,HR Manager,HR,London,2024-05-22,2024-06-10,193,32,7,4,11081.1,Job Board,Filled,Candidate-19163,Jane Doe
JOB-19164,Marketing Manager,Engineering,New York,2023-12-25,2024-01-18,142,24,16,7,3431.67,Job Board,Filled,Candidate-19164,Alex Johnson
JOB-19165,Product Manager,Sales,Tokyo,2024-02-20,2024-05-18,54,9,3,3,2850.16,Job Board,Filled,Candidate-19165,Taylor Davis
JOB-19166,Marketing Manager,Sales,London,2024-04-08,2024-04-26,58,10,5,1,1498.99,Recruiter,Filled,Candidate-19166,Taylor Davis
JOB-19167,Marketing Manager,HR,Sydney,2024-11-23,2025-02-12,181,30,8,7,9367.32,Recruiter,Filled,Candidate-19167,Chris Lee
JOB-19168,HR Manager,Product,London,2023-03-08,2023-04-23,40,3,2,1,7649.95,Referral,Filled,Candidate-19168,Chris Lee
JOB-19169,HR Manager,Data,San Francisco,2023-01-26,2023-02-14,136,26,20,14,1773.7,LinkedIn,Filled,Candidate-19169,Chris Lee
JOB-19170,Marketing Manager,Marketing,Berlin,2024-03-30,,69,12,4,3,14424.45,Company Website,Filled,Candidate-19170,Chris Lee
JOB-19171,Data Scientist,Product,London,2023-07-15,2023-09-04,172,28,5,4,12446.58,Referral,Filled,Candidate-19171,Alex Johnson
JOB-19172,Software Engineer,Data,London,2024-09-29,2024-12-10,160,30,25,3,5575.53,Recruiter,Filled,Candidate-19172,Jane Doe
JOB-19173,Data Scientist,Data,San Francisco,2023-03-27,2023-06-10,113,14,3,3,7810.84,Company Website,Filled,Candidate-19173,John Smith
JOB-19174,HR Manager,HR,Sydney,2024-11-23,2025-01-30,122,1,0,0,0.0,Recruiter,Closed,,Alex Johnson
JOB-19175,HR Manager,Product,Sydney,2024-09-08,2024-09-17,61,10,5,5,10007.8,LinkedIn,Filled,Candidate-19175,Alex Johnson
JOB-19176,Data Scientist,Product,Berlin,2023-06-09,2023-09-05,10,1,0,0,0.0,Job Board,Open,,Alex Johnson
JOB-19177,HR Manager,Product,Tokyo,2023-07-20,,164,32,13,7,7506.4,LinkedIn,Filled,Candidate-19177,Chris Lee
JOB-19178,Software Engineer,HR,Berlin,2023-01-21,2023-02-05,107,21,9,8,10959.83,LinkedIn,Filled,Candidate-19178,Alex Johnson
JOB-19179,Software Engineer,Product,London,2024-05-04,2024-05-28,159,11,3,1,13974.2,Recruiter,Filled,Candidate-19179,Morgan Brown
JOB-19180,Data Scientist,HR,Sydney,2024-03-25,2024-06-17,161,8,1,1,3276.32,Job Board,Filled,Candidate-19180,John Smith
JOB-19181,Software Engineer,HR,Tokyo,2024-04-17,2024-06-26,192,20,3,2,4726.69,Referral,Filled,Candidate-19181,Chris Lee
JOB-19182,Data Scientist,Sales,San Francisco,2023-07-06,,86,7,6,4,3621.37,Recruiter,Filled,Candidate-19182,Morgan Brown
JOB-19183,Data Scientist,Data,Berlin,2024-04-30,2024-06-04,56,3,1,0,0.0,Company Website,Filled,,Taylor Davis
JOB-19184,Sales Executive,Engineering,Tokyo,2024-04-17,,97,13,11,9,11455.54,Recruiter,Filled,Candidate-19184,Morgan Brown
JOB-19185,Sales Executive,Sales,New York,2024-04-09,2024-07-04,147,12,2,1,8095.36,Referral,Filled,Candidate-19185,Alex Johnson
JOB-19186,Data Scientist,Data,Tokyo,2023-10-30,2023-12-09,78,14,8,0,0.0,Referral,Open,,Jane Doe
JOB-19187,Marketing Manager,Sales,Sydney,2024-08-09,2024-08-25,145,20,9,7,14174.01,Company Website,Filled,Candidate-19187,John Smith
JOB-19188,Data Scientist,Marketing,London,2023-05-21,2023-05-29,55,2,2,0,0.0,LinkedIn,Open,,Chris Lee
JOB-19189,Sales Executive,Sales,New York,2023-11-28,2024-01-10,171,27,9,1,9592.08,Referral,Filled,Candidate-19189,Jane Doe
JOB-19190,Marketing Manager,Sales,Berlin,2024-06-10,2024-07-13,57,6,0,0,0.0,LinkedIn,Filled,,Morgan Brown
